timestamp,open,high,low,close,volume
2026-04-29T14:15:00Z,423.98,424.028,423.2525,423.402,96508
2026-04-29T14:16:00Z,423.42,424.5824,423.406,424.522,73630
2026-04-29T14:17:00Z,424.65,424.9388,424.28,424.356,44014
2026-04-29T14:18:00Z,424.28,424.595,424.1,424.485,88793
2026-04-29T14:19:00Z,424.44,424.75,424.3028,424.483,65384
2026-04-29T14:20:00Z,424.25,424.45,424.12,424.199,48163
2026-04-29T14:21:00Z,424.2,424.599,423.9701,424.51,44337
2026-04-29T14:22:00Z,424.6,424.65,424.31,424.601,53936
2026-04-29T14:23:00Z,424.58,424.83,424.49,424.739,22515
2026-04-29T14:24:00Z,424.715,424.8378,424.406,424.645,43572
2026-04-29T14:25:00Z,424.81,424.81,424.555,424.621,36753
2026-04-29T14:26:00Z,424.53,424.86,424.45,424.602,45185
2026-04-29T14:27:00Z,424.585,424.88,424.435,424.793,32184
2026-04-29T14:28:00Z,424.77,424.9799,424.59,424.894,64593
2026-04-29T14:29:00Z,424.885,425.23,424.8,425.139,31840
2026-04-29T14:30:00Z,425.235,425.235,424.81,424.864,33852
2026-04-29T14:31:00Z,424.89,425.17,424.845,425.132,28639
2026-04-29T14:32:00Z,425.145,425.6332,425.13,425.571,47569
2026-04-29T14:33:00Z,425.577,425.63,425.29,425.389,37180
2026-04-29T14:34:00Z,425.43,425.7,425.403,425.554,28998
2026-04-29T14:35:00Z,425.563,425.76,425.4,425.514,41153
2026-04-29T14:36:00Z,425.505,425.645,425.2573,425.336,24607
2026-04-29T14:37:00Z,425.415,425.6,425.3,425.552,21430
2026-04-29T14:38:00Z,425.559,425.675,425.2,425.237,48420
2026-04-29T14:39:00Z,425.2,425.2599,424.98,425.051,32326
2026-04-29T14:40:00Z,425.015,425.035,424.77,424.952,40879
2026-04-29T14:41:00Z,424.95,425.1,424.81,424.873,44659
2026-04-29T14:42:00Z,424.865,425.02,424.7,424.772,25369
2026-04-29T14:43:00Z,424.71,425.025,424.575,425.001,38969
2026-04-29T14:44:00Z,425.09,425.535,424.855,425.402,36712
2026-04-29T14:45:00Z,425.575,425.59,425.4,425.482,23789
2026-04-29T14:46:00Z,425.43,425.505,425.23,425.459,61688
2026-04-29T14:47:00Z,425.495,425.51,424.9719,425.09,31176
2026-04-29T14:48:00Z,425.11,425.14,424.86,424.977,20717
2026-04-29T14:49:00Z,424.98,425.19,424.62,425.122,50185
2026-04-29T14:50:00Z,425.13,425.37,424.93,424.999,28064
2026-04-29T14:51:00Z,425,425,424.785,424.791,26926
2026-04-29T14:52:00Z,424.795,425.11,424.784,424.956,26725
2026-04-29T14:53:00Z,424.865,425.17,424.85,425.139,22858
2026-04-29T14:54:00Z,425.2,425.27,424.985,425.066,25110
2026-04-29T14:55:00Z,425.07,425.11,424.94,425.06,27761
2026-04-29T14:56:00Z,425.05,425.255,425,425.194,29584
2026-04-29T14:57:00Z,425.15,425.31,425.13,425.268,18931
2026-04-29T14:58:00Z,425.215,425.26,425.01,425.154,26925
2026-04-29T14:59:00Z,425.19,425.41,425.1,425.349,45019
2026-04-29T15:00:00Z,425.33,425.445,425.17,425.405,35248
2026-04-29T15:01:00Z,425.4588,425.685,425.413,425.547,41538
2026-04-29T15:02:00Z,425.53,425.68,425.36,425.64,33518
2026-04-29T15:03:00Z,425.645,425.72,425.37,425.431,37968
2026-04-29T15:04:00Z,425.4,425.83,425.395,425.72,38362
2026-04-29T15:05:00Z,425.716,425.716,425.2149,425.251,24387
2026-04-29T15:06:00Z,425.3062,425.59,425.263,425.556,17089
2026-04-29T15:07:00Z,425.535,425.553,425.24,425.31,24160
2026-04-29T15:08:00Z,425.25,425.307,425.1,425.14,17708
2026-04-29T15:09:00Z,425.141,425.155,425.02,425.114,29893
2026-04-29T15:10:00Z,425.14,425.14,424.75,424.86,36666
2026-04-29T15:11:00Z,424.862,424.862,424.55,424.725,42029
2026-04-29T15:12:00Z,424.74,424.755,424.402,424.538,39164
2026-04-29T15:13:00Z,424.545,424.63,424.3001,424.426,34557
2026-04-29T15:14:00Z,424.39,424.515,424.19,424.227,44611
2026-04-29T15:15:00Z,424.18,424.2799,424.13,424.203,44936
2026-04-29T15:16:00Z,424.19,424.8,424.19,424.73,31339
2026-04-29T15:17:00Z,424.74,424.91,424.6501,424.833,29585
2026-04-29T15:18:00Z,424.805,424.83,424.49,424.584,17932
2026-04-29T15:19:00Z,424.52,424.575,424.26,424.316,40796
2026-04-29T15:20:00Z,424.3875,424.62,424.329,424.582,30052
2026-04-29T15:21:00Z,424.6,424.65,424.44,424.608,47415
2026-04-29T15:22:00Z,424.62,424.8699,424.59,424.713,36593
2026-04-29T15:23:00Z,424.74,424.775,424.42,424.493,41997
2026-04-29T15:24:00Z,424.49,424.61,424.465,424.553,25759
2026-04-29T15:25:00Z,424.58,424.595,424.35,424.447,30261
2026-04-29T15:26:00Z,424.4539,424.4539,424.285,424.428,33862
2026-04-29T15:27:00Z,424.365,424.424,424.05,424.161,40651
2026-04-29T15:28:00Z,424.15,424.3299,424.095,424.275,41508
2026-04-29T15:29:00Z,424.5,424.6,424.299,424.473,38050
2026-04-29T15:30:00Z,424.41,424.79,424.41,424.707,32300
2026-04-29T15:31:00Z,424.7298,425.03,424.716,424.879,48765
2026-04-29T15:32:00Z,424.883,424.9,424.58,424.775,45983
2026-04-29T15:33:00Z,424.79,424.93,424.765,424.902,30279
2026-04-29T15:34:00Z,424.91,425.18,424.76,425.102,49622
2026-04-29T15:35:00Z,425.25,425.29,424.98,425.085,55122
2026-04-29T15:36:00Z,424.98,425.19,424.905,425.01,45018
2026-04-29T15:37:00Z,425,425.215,424.95,425.186,30449
2026-04-29T15:38:00Z,425.155,425.235,424.63,424.737,55708
2026-04-29T15:39:00Z,424.635,424.74,424.55,424.664,15246
2026-04-29T15:40:00Z,424.645,424.76,424.53,424.625,20244
2026-04-29T15:41:00Z,424.48,424.607,424.43,424.5,24113
2026-04-29T15:42:00Z,424.45,424.493,424.225,424.355,29889
2026-04-29T15:43:00Z,424.41,424.635,424.36,424.554,26056
2026-04-29T15:44:00Z,424.545,424.62,424.445,424.549,15137
2026-04-29T15:45:00Z,424.595,424.815,424.535,424.765,15143
2026-04-29T15:46:00Z,424.8,424.85,424.57,424.581,12720
2026-04-29T15:47:00Z,424.57,424.86,424.57,424.813,16565
2026-04-29T15:48:00Z,424.743,424.99,424.74,424.952,18353
2026-04-29T15:49:00Z,424.9,425.005,424.8701,424.958,17721
2026-04-29T15:50:00Z,424.9475,425.185,424.945,425.044,26048
2026-04-29T15:51:00Z,425.02,425.05,424.515,424.852,53091
2026-04-29T15:52:00Z,424.925,424.97,424.25,424.378,32914
2026-04-29T15:53:00Z,424.4399,424.4399,423.9,423.997,44890
2026-04-29T15:54:00Z,423.88,423.971,423.695,423.797,31971
2026-04-29T15:55:00Z,423.88,424.18,423.678,424.087,29364
2026-04-29T15:56:00Z,424.103,424.23,423.83,423.877,21581
2026-04-29T15:57:00Z,423.88,423.94,423.7201,423.798,41944
2026-04-29T15:58:00Z,423.815,424.13,423.797,424.113,37582
2026-04-29T15:59:00Z,424.13,424.375,423.94,424.346,27383
2026-04-29T16:00:00Z,424.325,424.39,424.175,424.23,28569
2026-04-29T16:01:00Z,424.229,424.52,424.2,424.509,17461
2026-04-29T16:02:00Z,424.51,424.67,424.32,424.433,16929
2026-04-29T16:03:00Z,424.475,424.565,424.34,424.433,21829
2026-04-29T16:04:00Z,424.431,424.505,424.41,424.481,15835
2026-04-29T16:05:00Z,424.49,424.615,424.45,424.553,12990
2026-04-29T16:06:00Z,424.56,424.7868,424.5,424.739,21279
2026-04-29T16:07:00Z,424.73,424.742,424.54,424.649,15582
2026-04-29T16:08:00Z,424.7,424.765,424.605,424.746,13504
2026-04-29T16:09:00Z,424.6925,424.78,424.615,424.679,15684
2026-04-29T16:10:00Z,424.695,424.745,424.57,424.664,20001
2026-04-29T16:11:00Z,424.675,424.76,424.42,424.471,24791
2026-04-29T16:12:00Z,424.45,424.465,424.1,424.174,28228
2026-04-29T16:13:00Z,424.26,424.465,424.15,424.402,16678
2026-04-29T16:14:00Z,424.38,424.401,424.155,424.187,20028
2026-04-29T16:15:00Z,424.2,424.41,424.142,424.22,36141
2026-04-29T16:16:00Z,424.18,424.22,423.81,423.854,32615
2026-04-29T16:17:00Z,423.83,423.854,423.6,423.641,44354
2026-04-29T16:18:00Z,423.625,423.637,423.41,423.469,41652
2026-04-29T16:19:00Z,423.4416,423.5199,423.155,423.234,43873
2026-04-29T16:20:00Z,423.23,423.44,423.2,423.285,24992
2026-04-29T16:21:00Z,423.24,423.31,422.8518,422.942,62477
2026-04-29T16:22:00Z,422.855,423.05,422.665,422.747,35023
2026-04-29T16:23:00Z,422.65,422.734,422.545,422.687,38946
2026-04-29T16:24:00Z,422.7098,422.7098,422.28,422.346,108948
2026-04-29T16:25:00Z,422.34,422.445,422.07,422.128,59299
2026-04-29T16:26:00Z,422.1299,422.22,421.97,422.139,84578
2026-04-29T16:27:00Z,422.09,422.362,421.74,422.296,71168
2026-04-29T16:28:00Z,422.31,422.45,422.19,422.375,37534
2026-04-29T16:29:00Z,422.362,422.38,421.97,421.996,37727
2026-04-29T16:30:00Z,422.02,422.02,421.8101,421.952,37271
2026-04-29T16:31:00Z,421.97,422,421.42,421.492,46318
2026-04-29T16:32:00Z,421.49,421.53,421.23,421.478,37877
2026-04-29T16:33:00Z,421.555,421.75,421.501,421.592,36408
2026-04-29T16:34:00Z,421.58,421.589,420.9007,420.955,57213
2026-04-29T16:35:00Z,420.96,421.115,420.87,421.055,57792
2026-04-29T16:36:00Z,421.02,421.16,420.53,420.576,88742
2026-04-29T16:37:00Z,420.6,420.83,420.29,420.7201,99866
2026-04-29T16:38:00Z,420.77,421.15,420.73,421.012,55689
2026-04-29T16:39:00Z,421.16,421.46,421.034,421.407,37126
2026-04-29T16:40:00Z,421.45,421.94,421.416,421.848,45639
2026-04-29T16:41:00Z,421.83,421.847,421.51,421.669,27930
2026-04-29T16:42:00Z,421.705,421.875,421.66,421.827,24234
2026-04-29T16:43:00Z,421.8112,422.1,421.8112,422.079,33453
2026-04-29T16:44:00Z,422.09,422.18,421.93,422.148,25605
2026-04-29T16:45:00Z,422.185,422.27,421.86,421.927,25174
2026-04-29T16:46:00Z,422.04,422.38,421.938,422.351,25161
2026-04-29T16:47:00Z,422.3707,422.4,422.13,422.132,17946
2026-04-29T16:48:00Z,422.135,422.265,421.998,422.228,34132
2026-04-29T16:49:00Z,422.237,422.2799,422.15,422.22,26698
2026-04-29T16:50:00Z,422.1282,422.4299,422.0575,422.378,23063
2026-04-29T16:51:00Z,422.45,422.58,422.388,422.509,21120
2026-04-29T16:52:00Z,422.535,422.535,422.4,422.465,24844
2026-04-29T16:53:00Z,422.453,422.57,422.3891,422.421,16946
2026-04-29T16:54:00Z,422.4,422.64,422.4,422.578,23656
2026-04-29T16:55:00Z,422.6,422.785,422.56,422.717,21034
2026-04-29T16:56:00Z,422.82,422.8726,422.62,422.688,21027
2026-04-29T16:57:00Z,422.68,422.8045,422.6401,422.68,13014
2026-04-29T16:58:00Z,422.67,422.7199,422.6001,422.629,27758
2026-04-29T16:59:00Z,422.63,422.77,422.38,422.441,43373
2026-04-29T17:00:00Z,422.46,422.47,422.3,422.425,38012
2026-04-29T17:01:00Z,422.4,422.426,422.0001,422.059,32256
2026-04-29T17:02:00Z,422.0001,422.21,421.97,422.132,34090
2026-04-29T17:03:00Z,422.15,422.285,422.02,422.105,18335
2026-04-29T17:04:00Z,422.12,422.46,422.106,422.282,32864
2026-04-29T17:05:00Z,422.34,422.5,422.175,422.241,16957
2026-04-29T17:06:00Z,422.22,422.32,422.03,422.071,39861
2026-04-29T17:07:00Z,422.066,422.215,421.9,422.154,26728
2026-04-29T17:08:00Z,422.1596,422.3493,422.14,422.312,17847
2026-04-29T17:09:00Z,422.35,422.75,422.321,422.681,44556
2026-04-29T17:10:00Z,422.705,422.745,422.61,422.646,21523
2026-04-29T17:11:00Z,422.6405,422.75,422.58,422.604,16372
2026-04-29T17:12:00Z,422.6,422.71,422.465,422.498,12526
2026-04-29T17:13:00Z,422.465,422.495,422.1,422.172,12305
2026-04-29T17:14:00Z,422.155,422.24,422.1,422.195,24133
2026-04-29T17:15:00Z,422.195,422.195,422.02,422.148,23630
2026-04-29T17:16:00Z,422.152,422.2,422.05,422.132,27186
2026-04-29T17:17:00Z,422.129,422.4,422.11,422.267,24685
2026-04-29T17:18:00Z,422.25,422.285,422.21,422.255,14942
2026-04-29T17:19:00Z,422.24,422.35,422.14,422.321,25603
2026-04-29T17:20:00Z,422.31,422.67,422.31,422.586,30696
2026-04-29T17:21:00Z,422.53,422.84,422.53,422.762,28390
2026-04-29T17:22:00Z,422.845,422.92,422.77,422.841,17687
2026-04-29T17:23:00Z,422.785,422.92,422.77,422.868,17450
2026-04-29T17:24:00Z,422.87,422.89,422.72,422.791,20683
2026-04-29T17:25:00Z,422.68,422.781,422.5325,422.642,19291
2026-04-29T17:26:00Z,422.648,422.825,422.648,422.789,10992
2026-04-29T17:27:00Z,422.783,422.783,422.63,422.727,12146
2026-04-29T17:28:00Z,422.74,422.94,422.66,422.884,12958
2026-04-29T17:29:00Z,422.865,423.16,422.85,423.105,32644
2026-04-29T17:30:00Z,423.15,423.225,423.05,423.103,20124
2026-04-29T17:31:00Z,423.105,423.24,423,423.206,22839
2026-04-29T17:32:00Z,423.19,423.36,423.165,423.3,34386
2026-04-29T17:33:00Z,423.305,423.54,423.26,423.498,25847
2026-04-29T17:34:00Z,423.53,423.55,423.335,423.365,17964
2026-04-29T17:35:00Z,423.36,423.44,423.2282,423.309,15282
2026-04-29T17:36:00Z,423.35,423.38,423.26,423.284,13187
2026-04-29T17:37:00Z,423.279,423.33,423.1,423.31,17988
2026-04-29T17:38:00Z,423.34,423.545,423.29,423.511,23208
2026-04-29T17:39:00Z,423.515,423.64,423.512,423.596,21315
2026-04-29T17:40:00Z,423.615,423.82,423.55,423.779,21599
2026-04-29T17:41:00Z,423.775,423.83,423.6512,423.803,19702
2026-04-29T17:42:00Z,423.79,423.92,423.75,423.87,31085
2026-04-29T17:43:00Z,423.8448,423.885,423.6101,423.641,24959
2026-04-29T17:44:00Z,423.59,423.95,423.59,423.921,27762
2026-04-29T17:45:00Z,423.935,423.99,423.78,423.833,21226
2026-04-29T17:46:00Z,423.84,423.86,423.64,423.696,19791
2026-04-29T17:47:00Z,423.635,423.695,423.57,423.591,17279
2026-04-29T17:48:00Z,423.62,423.95,423.615,423.884,28986
2026-04-29T17:49:00Z,423.9,423.975,423.71,423.826,14351
2026-04-29T17:50:00Z,423.88,423.96,423.8124,423.913,23716
2026-04-29T17:51:00Z,423.9401,424.1,423.916,424.014,38889
2026-04-29T17:52:00Z,424.09,424.14,423.86,423.912,17090
2026-04-29T17:53:00Z,423.88,423.94,423.77,423.793,37989
2026-04-29T17:54:00Z,423.78,423.825,423.6,423.63,29498
2026-04-29T17:55:00Z,423.59,423.624,423.344,423.382,48999
2026-04-29T17:56:00Z,423.36,423.52,423.33,423.45,24981
2026-04-29T17:57:00Z,423.447,423.447,423.16,423.172,17956
2026-04-29T17:58:00Z,423.21,423.38,423.15,423.277,15869
2026-04-29T17:59:00Z,423.25,423.3476,423.1901,423.303,17188
2026-04-29T18:00:00Z,423.35,423.39,422.85,422.994,34169
2026-04-29T18:01:00Z,423.005,423.11,422.81,423.007,23338
2026-04-29T18:02:00Z,423.008,423.01,422.695,422.741,31901
2026-04-29T18:03:00Z,422.64,422.83,422.53,422.714,22620
2026-04-29T18:04:00Z,422.7,422.73,422.5512,422.606,20146
2026-04-29T18:05:00Z,422.63,422.7,422.575,422.588,16760
2026-04-29T18:06:00Z,422.587,422.8499,422.54,422.819,17360
2026-04-29T18:07:00Z,422.818,423.14,422.73,423.033,44564
2026-04-29T18:08:00Z,423.12,423.18,422.72,422.775,39539
2026-04-29T18:09:00Z,422.7901,422.915,422.73,422.871,22222
2026-04-29T18:10:00Z,422.9085,422.9085,422.535,422.826,38778
2026-04-29T18:11:00Z,422.92,423.1,422.836,422.945,28261
2026-04-29T18:12:00Z,422.92,423.06,422.8,422.938,23170
2026-04-29T18:13:00Z,422.92,423.16,422.8,423.064,21861
2026-04-29T18:14:00Z,423.1,423.19,422.97,423.116,20536
2026-04-29T18:15:00Z,423.06,423.23,422.94,422.996,37454
2026-04-29T18:16:00Z,423.125,423.3856,423.011,423.362,24011
2026-04-29T18:17:00Z,423.365,423.51,423.29,423.444,34238
2026-04-29T18:18:00Z,423.46,423.61,423.44,423.523,18239
2026-04-29T18:19:00Z,423.535,423.75,423.5101,423.724,24499
2026-04-29T18:20:00Z,423.77,424.12,423.731,424.066,33715
2026-04-29T18:21:00Z,424.11,424.225,424.03,424.081,38860
2026-04-29T18:22:00Z,424.03,424.065,423.82,423.83,25269
2026-04-29T18:23:00Z,423.825,424.01,423.7801,423.939,24234
2026-04-29T18:24:00Z,423.88,423.922,423.75,423.78,28224
2026-04-29T18:25:00Z,423.76,423.78,423.63,423.647,33647
2026-04-29T18:26:00Z,423.64,423.6699,423.46,423.491,40219
2026-04-29T18:27:00Z,423.415,423.6,423.415,423.567,28215
2026-04-29T18:28:00Z,423.565,423.71,423.39,423.659,37026
2026-04-29T18:29:00Z,423.685,423.73,423.65,423.654,19801
2026-04-29T18:30:00Z,423.655,423.84,423.6,423.788,29911
2026-04-29T18:31:00Z,423.76,423.777,423.44,423.49,33634
2026-04-29T18:32:00Z,423.5,423.61,423.363,423.581,23205
2026-04-29T18:33:00Z,423.575,423.75,423.575,423.685,34356
2026-04-29T18:34:00Z,423.62,423.682,423.455,423.483,42784
2026-04-29T18:35:00Z,423.484,423.6,423.21,423.298,141392
2026-04-29T18:36:00Z,423.2215,423.795,423.215,423.62,97644
2026-04-29T18:37:00Z,423.605,423.6299,423.15,423.312,63129
2026-04-29T18:38:00Z,423.37,423.44,423.03,423.086,32286
2026-04-29T18:39:00Z,423.0399,423.32,423.0399,423.245,25831
2026-04-29T18:40:00Z,423.19,423.4,423.0401,423.364,25929
2026-04-29T18:41:00Z,423.34,423.366,423.14,423.17,25262
2026-04-29T18:42:00Z,423.18,423.56,423.005,423.485,40149
2026-04-29T18:43:00Z,423.501,423.8,423.501,423.733,47079
2026-04-29T18:44:00Z,423.78,423.84,423.4,423.612,41716
2026-04-29T18:45:00Z,423.6,423.65,423.335,423.575,36543
2026-04-29T18:46:00Z,423.625,423.69,423.43,423.547,31699
2026-04-29T18:47:00Z,423.54,423.975,423.54,423.934,63781
2026-04-29T18:48:00Z,424.025,424.4799,423.914,424.381,71579
2026-04-29T18:49:00Z,424.35,424.6,424.29,424.53,53348
2026-04-29T18:50:00Z,424.525,424.88,424.525,424.772,52845
2026-04-29T18:51:00Z,424.855,424.97,424.68,424.731,58507
2026-04-29T18:52:00Z,424.695,424.91,424.58,424.787,41029
2026-04-29T18:53:00Z,424.89,424.89,424.54,424.56,33874
2026-04-29T18:54:00Z,424.55,424.62,424.45,424.51,83068
2026-04-29T18:55:00Z,424.511,424.94,424.45,424.767,44321
2026-04-29T18:56:00Z,424.74,424.82,424.57,424.698,50920
2026-04-29T18:57:00Z,424.71,424.97,424.69,424.898,35870
2026-04-29T18:58:00Z,424.93,425.16,424.919,425.083,57212
2026-04-29T18:59:00Z,425.083,425.16,424.93,425.01,38048
2026-04-29T19:00:00Z,424.99,425.175,424.99,425.05,45317
2026-04-29T19:01:00Z,425.0001,425.295,424.975,425.258,38199
2026-04-29T19:02:00Z,425.24,425.43,425.14,425.235,35387
2026-04-29T19:03:00Z,425.18,425.224,424.69,424.718,33466
2026-04-29T19:04:00Z,424.69,424.87,424.52,424.56,31895
2026-04-29T19:05:00Z,424.54,424.56,424.2544,424.319,51286
2026-04-29T19:06:00Z,424.32,424.49,424.18,424.338,59533
2026-04-29T19:07:00Z,424.339,424.36,424.15,424.235,38001
2026-04-29T19:08:00Z,424.2599,424.42,424.205,424.27,33740
2026-04-29T19:09:00Z,424.255,424.3264,424.17,424.27,29273
2026-04-29T19:10:00Z,424.29,424.38,424.17,424.326,41632
2026-04-29T19:11:00Z,424.47,424.686,424.346,424.596,55654
2026-04-29T19:12:00Z,424.58,424.9099,424.58,424.857,28082
2026-04-29T19:13:00Z,424.865,424.925,424.785,424.862,32396
2026-04-29T19:14:00Z,424.86,424.975,424.74,424.809,24266
2026-04-29T19:15:00Z,424.71,425.0547,424.71,424.872,46509
2026-04-29T19:16:00Z,424.84,424.87,424.63,424.671,35028
2026-04-29T19:17:00Z,424.67,424.71,424.48,424.648,51968
2026-04-29T19:18:00Z,424.648,424.86,424.63,424.804,33776
2026-04-29T19:19:00Z,424.77,424.9,424.75,424.854,29255
2026-04-29T19:20:00Z,424.857,425.1328,424.857,425.044,48458
2026-04-29T19:21:00Z,425.01,425.16,424.98,425.133,32701
2026-04-29T19:22:00Z,425.125,425.26,425.02,425.104,34596
2026-04-29T19:23:00Z,425.145,425.2,424.625,424.65,61114
2026-04-29T19:24:00Z,424.625,424.87,424.5739,424.807,41294
2026-04-29T19:25:00Z,424.79,424.81,424.57,424.639,34862
2026-04-29T19:26:00Z,424.6,424.96,424.57,424.937,36582
2026-04-29T19:27:00Z,424.97,424.99,424.79,424.928,35926
2026-04-29T19:28:00Z,424.9324,424.96,424.81,424.949,30834
2026-04-29T19:29:00Z,424.935,424.99,424.84,424.957,34660
2026-04-29T19:30:00Z,424.96,425.2,424.7,424.735,46727
2026-04-29T19:31:00Z,424.7038,424.75,424.42,424.523,44905
2026-04-29T19:32:00Z,424.455,424.52,424.11,424.186,48996
2026-04-29T19:33:00Z,424.09,424.19,423.965,424.046,55556
2026-04-29T19:34:00Z,423.99,424.25,423.98,424.14,33223
2026-04-29T19:35:00Z,424.06,424.305,424.06,424.184,32198
2026-04-29T19:36:00Z,424.21,424.24,424,424.102,51472
2026-04-29T19:37:00Z,423.975,424.15,423.95,424.115,49088
2026-04-29T19:38:00Z,424.12,424.165,423.995,424.107,53155
2026-04-29T19:39:00Z,424.0987,424.3379,424.09,424.246,66778
2026-04-29T19:40:00Z,424.295,424.34,424.17,424.226,44967
2026-04-29T19:41:00Z,424.18,424.221,423.98,424.009,56327
2026-04-29T19:42:00Z,424.007,424.12,423.88,424.057,44960
2026-04-29T19:43:00Z,424.03,424.09,423.925,423.943,43937
2026-04-29T19:44:00Z,423.92,423.94,423.31,423.365,60146
2026-04-29T19:45:00Z,423.42,423.58,423.32,423.454,54352
2026-04-29T19:46:00Z,423.42,423.76,423.335,423.7,62245
2026-04-29T19:47:00Z,423.66,423.75,423.57,423.705,62006
2026-04-29T19:48:00Z,423.705,423.955,423.665,423.903,45018
2026-04-29T19:49:00Z,423.99,424.2,423.915,423.959,60536
2026-04-29T19:50:00Z,423.875,423.96,423.58,423.693,96745
2026-04-29T19:51:00Z,423.65,423.82,423.335,423.385,109765
2026-04-29T19:52:00Z,423.37,423.415,423.17,423.28,126983
2026-04-29T19:53:00Z,423.305,423.55,423.21,423.458,146105
2026-04-29T19:54:00Z,423.5,423.68,423.4,423.61,175964
2026-04-29T19:55:00Z,423.71,424.35,423.626,424.267,249716
2026-04-29T19:56:00Z,424.335,424.74,424.28,424.557,194436
2026-04-29T19:57:00Z,424.546,424.59,424.26,424.436,318700
2026-04-29T19:58:00Z,424.415,424.56,424.15,424.18,235343
2026-04-29T19:59:00Z,424.15,424.7036,424.025,424.46,499276
2026-04-30T13:30:00Z,410.97,413.255,410.11,412.41,1301622
2026-04-30T13:31:00Z,413.5377,413.68,410.06,410.74,459524
2026-04-30T13:32:00Z,410.35,413,410.11,412.775,410935
2026-04-30T13:33:00Z,413,414.4,412.645,413.353,404042
2026-04-30T13:34:00Z,413.1,413.319,410.33,411.083,318904
2026-04-30T13:35:00Z,410.549,411.007,408.785,409.198,605725
2026-04-30T13:36:00Z,409.36,411.85,409.236,411.551,251314
2026-04-30T13:37:00Z,411.58,412.8799,411.533,411.9,218862
2026-04-30T13:38:00Z,412.28,412.66,411.05,411.234,167927
2026-04-30T13:39:00Z,411.12,411.43,410.17,411.086,142202
2026-04-30T13:40:00Z,410.8,411.038,409.34,409.575,153111
2026-04-30T13:41:00Z,409.44,409.555,408.52,408.76,220061
2026-04-30T13:42:00Z,408.59,409.415,408.335,409.177,219245
2026-04-30T13:43:00Z,409.2,411.0968,408.845,410.965,161964
2026-04-30T13:44:00Z,411.225,411.49,409.82,410.187,129915
2026-04-30T13:45:00Z,409.8,410.19,409.19,409.8,131068
2026-04-30T13:46:00Z,409.925,410.3099,409.73,410.025,215349
2026-04-30T13:47:00Z,409.93,410.06,408.81,409.041,199992
